1901  |010001 |R     And *|002401.95 +383437.3 |M         |  5.8    |  15.2      |            |V |53820.      |     |   409.2            |38   |S3,5e-S8,8e(M7e) |HIP   00002|           |-0.016 -0.035|2000.0  | |Hip      |M         |R     And |
35831 |550759 |V0759 Mon  |072321.30 -042556.8 |ACV:      |  8.68   |   8.80     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |-0.002 +0.002|2000.0  | |Hip      |          |V0759 Mon |
36004 |550760 |V0760 Mon  |072513.07 -030803.4 |LB        |  8.56   |   8.82     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |-0.004 +0.003|2000.0  | |Hip      |          |V0760 Mon |
36093 |550761 |V0761 Mon  |072609.54 -103256.7 |E:        |  8.36   |   8.44     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |-0.001 +0.002|2000.0  | |Hip      |          |V0761 Mon |
36495 |550762 |V0762 Mon  |073030.75 -003748.9 |LB:       |  8.81   |   8.91     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |-0.007 +0.001|2000.0  | |Hip      |          |V0762 Mon |
36969 |550763 |V0763 Mon  |073557.80 -032205.9 |BE        |  7.70   |   7.85     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |-0.003 +0.001|2000.0  | |Hip      |          |V0763 Mon |
37126 |550764 |V0764 Mon  |073743.20 -074338.0 |RRC       |  7.13   |   7.20     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |-0.012 +0.005|2000.0  | |Hip      |          |V0764 Mon |
37294 |550765 |V0765 Mon  |073927.00 -020900.8 |LB:       | 11.12   |  11.49     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |-0.091 +0.016|2000.0  | |Hip      |          |V0765 Mon |
37466 |550766 |V0766 Mon  |074123.91 -091254.4 |LB        |  8.25   |   8.39     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |-0.001 +0.002|2000.0  | |Hip      |          |V0766 Mon |
38242 |550767 |V0767 Mon  |075004.05 -005255.3 |LB        |  9.53   |   9.97     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |-0.009 +0.000|2000.0  | |Hip      |          |V0767 Mon |
38728 |550768 |V0768 Mon  |075544.08 -031153.6 |LB:       | 10.24   |  10.42     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |-0.002 +0.003|2000.0  | |Hip      |          |V0768 Mon |
39017 |550769 |V0769 Mon  |075903.94 -041956.7 |EB:       |  7.03   |   7.09     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.028 -0.042|2000.0  | |Hip      |          |V0769 Mon |
39541 |550770 |V0770 Mon  |080449.15 -052442.3 |SRB:      |  7.37   |   7.46     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |-0.012 +0.010|2000.0  | |Hip      |          |V0770 Mon |
39844 |550771 |V0771 Mon  |080826.17 -010152.6 |LB:       |  8.15   |   8.26     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |-0.014 +0.004|2000.0  | |Hip      |          |V0771 Mon |
39857 |550772 |V0772 Mon  |080833.92 -020445.3 |CEP:      | 10.22   |  10.38     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |-0.008 -0.007|2000.0  | |Hip      |          |V0772 Mon |
39927 |550773 |V0773 Mon  |080915.71 -043309.8 |E:        |  7.59   |   7.67     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.001 +0.026|2000.0  | |Hip      |          |V0773 Mon |
39997 |550774 |V0774 Mon  |081006.46 -064442.7 |LB        |  7.78   |   7.90     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |-0.013 -0.023|2000.0  | |Hip      |          |V0774 Mon |
40025 |550775 |V0775 Mon  |081030.57 -093617.1 |LB        |  7.57   |   7.73     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.000 +0.000|2000.0  | |Hip      |          |V0775 Mon |
30089 |550777 |V0777 Mon  |061958.22 -103814.7 |R:        |  8.78   |   8.94     |            |V |            |     |                    |     |                 |75170 BD   |           |-0.011 -0.021|2000.0  | |Hip      |          |V0777 Mon |
36419 |550827 |V0827 Mon  |072935.45 -091533.3 |ACV       |  7.96   |   8.00     |            |V |            |     |                    |     |                 |76075 DM   |           |-0.011 +0.002|2000.0  | |Hip      |          |V0827 Mon |
32475 |550839 |V0839 Mon  |064640.73 +082147.3 |GDOR:     |  7.5    |(  0.01  b )|            |V |            |     |                    |     |                 |77056 DM   |           |+0.011 -0.005|2000.0  | |Hip      |          |V0839 Mon |
31069 |550848 |V0848 Mon  |063111.08 +055236.9 |BY        |  8.94   |(  0.02    )|            |V |            |     |    19.98        :  |     |K2IV-V           |78018 DM   |           |-0.156 -0.063|2000.0  | |Hip      |          |V0848 Mon |
31849 |550850 |V0850 Mon  |063931.36 +031910.7 |BY        |  9.37   |(  0.03    )|            |V |            |     |     9.99        :  |     |K3V              |78018 DM   |           |-0.029 -0.062|2000.0  | |Hip      |          |V0850 Mon |
34095 |550862 |V0862 Mon  |070410.44 +051246.6 |BY        |  9.08   |(  0.02    )|            |V |            |     |    10.88           |     |G5V              |78018 DM   |           |-0.051 +0.010|2000.0  | |Hip      |          |V0862 Mon |
36827 |550867 |V0867 Mon  |073426.17 -065348.0 |BY        |  8.16   |(  0.02    )|            |V |            |     |     4.76        :  |     |K2V              |78018 DM   |           |-0.084 -0.043|2000.0  | |Hip      |          |V0867 Mon |
37349 |550869 |V0869 Mon  |073959.33 -033551.0 |BY        |  7.18   |(  0.02    )|            |V |            |     |                    |     |K2Ve             |78018 DM   |           |+0.070 -0.278|2000.0  | |Hip      |          |V0869 Mon |
33225 |550878 |V0878 Mon *|065448.91 -011657.2 |EB        |  8.11   |   8.18     |   8.14     |V |48574.663   |     |     0.697461       |     |K0               |79004 DM   |           |-0.001 -0.004|2000.0  | |Hip      |          |V0878 Mon |
33303 |550880 |V0880 Mon *|065537.68 -092923.0 |EW        |  8.21   |   8.41     |   8.41     |V |52232.752   |     |     0.372457       |     |G0               |79006 DM   |           |-0.025 -0.071|2000.0  | |Hip      |          |V0880 Mon |
33538 |550883 |V0883 Mon  |065811.89 -050429.3 |EA        |  8.71   |   8.86     |   8.77     |V |48701.550   |     |    50.363          |02 : |F0               |79018 DM   |           |-0.003 -0.002|2000.0  | |Hip      |          |V0883 Mon |
37455 |550891 |V0891 Mon  |074118.58 -013230.1 |EA        |  8.12   |   8.33     |   8.30 :   |V |48196.000   |     |    31.4204         |02 : |B9.5/A0IV        |79006 DM   |           | 0.000 -0.001|2000.0  | |Hip      |          |V0891 Mon |
33513 |550920 |V0920 Mon *|065757.81 +021732.0 |EA        |  7.47   |   7.54     |   7.48     |V |48356.79    |     |     6.7664         |05   |A2:V:m+G8IIIe    |80011 DM   |           | 0.002 -0.012|2000.0  | |Hip      |          |V0920 Mon |
33891 |550926 |V0926 Mon  |070206.73 -034517.4 |SRC       |  6.50   |   6.70     |            |V |            |     |    39.          :  |     |M1Ib+A0          |80268 DM   |           |-0.002 -0.002|2000.0  | |Hip      |          |V0926 Mon |
34355 |550930 |V0930 Mon *|070720.69 -093459.6 |EB        |  8.32   |   8.41     |   8.40     |V |51889.743   |     |     2.35510        |     |B3II/III         |80015 GSC  |           |-0.001 -0.001|2000.0  | |Hip      |          |V0930 Mon |
61981 |560001 |R     Mus  |124205.03 -692427.2 |DCEP      |  5.93   |   6.73     |            |V |26496.288   |     |     7.510211       |30   |F7Ib-G2          |00003 09423|           |-0.005 -0.001|2000.0  | |Hip      |          |R     Mus |
59551 |560002 |S     Mus *|121247.02 -700906.4 |DCEP      |  5.89   |   6.49     |            |V |40299.42    |     |     9.66007        |49   |F6Ib-G0          |05366 03470|           |-0.008 +0.000|2000.0  | |Hip      |          |S     Mus |
65166 |560003 |T     Mus *|132113.85 -742631.0 |SRB       |  9.4    |  12.0      |            |p |            |     |    93.             |     |C(Np)            |00003 08953|           |+0.006 -0.001|2000.0  | |Hip      |          |T     Mus |
63911 |560008 |Y     Mus  |130548.20 -653046.6 |RCB       | 10.5    |  12.1      |            |p |            |     |                    |     |Fp               |00017 08129|           |-0.004 +0.000|2000.0  | |Hip      |          |Y     Mus |
57260 |560012 |RT    Mus  |114432.88 -671818.9 |DCEP      |  8.57   |   9.32     |            |V |43290.39    |     |     3.086131       |27   |F8               |00001 00021|           |-0.006 +0.001|2000.0  | |Hip      |          |RT    Mus |
56196 |560028 |TU    Mus *|113110.93 -654432.1 |EB/KE     |  8.17   |   8.75     |   8.65     |V |41699.8270  |     |     1.3872833      |     |O8.5Vn+O8        |08132 05625|           |-0.006 -0.001|2000.0  | |Hip      |          |TU    Mus |
57884 |560034 |UU    Mus  |115217.73 -652415.1 |DCEP      |  9.13   |  10.28     |            |V |36208.270   |     |    11.63641        |37   |F7/G0p           |00001 00544|           |-0.005 +0.001|2000.0  | |Hip      |          |UU    Mus |
61404 |560092 |BO    Mus  |123454.45 -674524.8 |LB        |  5.85   |   6.56     |            |V |            |     |                    |     |M6II-III         |00422 03470|           |-0.012 -0.002|2000.0  | |Hip      |          |BO    Mus |
58504 |560148 |DZ    Mus *|115953.50 -695304.8 |EA/D      |  8.3    |   8.9      |            |p |18093.728   |     |     3.247619       |     |B8/9IV-V         |07002 CPD  |           |-0.013 -0.002|2000.0  | |Hip      |          |DZ    Mus |
62981 |560150 |EF    Mus  |125417.89 -700212.4 |LB:       |  8.0    |   8.8      |            |p |            |     |                    |     |K1II/III         |05835 09423|           |+0.005 +0.001|2000.0  | |Hip      |          |EF    Mus |
65755 |560169 |EZ    Mus *|132846.79 -693737.7 |ACV       |  6.19   |(  0.09    )|            |V |43172.57    |     |     4.3127         |50   |B8Vp(Si)         |08806 CPD  |           |-0.021 -0.016|2000.0  | |Hip      |          |EZ    Mus |
61796 |560172 |FH    Mus *|123955.85 -663040.1 |ELL:      |  6.26   |(  0.03    )|(  0.03    )|V |            |     |     0.58        :  |     |B8V              |08215 CPD  |           |-0.034 -0.007|2000.0  | |Hip      |          |FH    Mus |
58998 |560201 |GS    Mus  |120549.88 -693423.0 |ACYG      |  7.34   |   7.55     |            |V |            |     |                    |     |                 |68313 CPD  |           |-0.005 -0.002|2000.0  | |Hip      |          |GS    Mus |
56862 |560202 |GT    Mus  |113929.59 -652351.9 |E:/RS     |  5.08   |   5.21     |            |V |            |     |                    |     |                 |69011 69201|           |-0.029 -0.007|2000.0  | |Hip      |          |GT    Mus |
56144 |560248 |KO    Mus  |113028.55 -743631.3 |SRB:      |  8.52   |   8.85     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.004 -0.004|2000.0  | |Hip      |          |KO    Mus |
56252 |560249 |KP    Mus  |113150.68 -680328.6 |BE        |  8.55   |   8.68     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |-0.009 +0.001|2000.0  | |Hip      |          |KP    Mus |
56246 |560250 |KQ    Mus  |113147.87 -735409.6 |LPB       |  6.92   |   6.98     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |-0.005 +0.002|2000.0  | |Hip      |          |KQ    Mus |
56379 |560251 |KR    Mus  |113325.44 -701141.2 |E         |  6.68   |   6.87     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |-0.039 +0.000|2000.0  | |Hip      |          |KR    Mus |
57928 |560252 |KS    Mus  |115252.38 -695303.0 |LB:       |  8.07   |   8.17     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |-0.013 +0.004|2000.0  | |Hip      |          |KS    Mus |
58719 |560253 |KT    Mus  |120237.38 -705133.4 |LC:       |  7.76   |   8.10     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |-0.004 +0.000|2000.0  | |Hip      |          |KT    Mus |
59665 |560254 |KU    Mus *|121408.09 -683756.1 |EB:       |  9.06   |   9.26     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.002 -0.012|2000.0  | |Hip      |          |KU    Mus |
59959 |560255 |KV    Mus  |121751.63 -691310.3 |BE:       |  8.46   |   8.61     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |-0.010 -0.001|2000.0  | |Hip      |          |KV    Mus |
60862 |560256 |KW    Mus  |122827.96 -674836.6 |LB:       |  9.18   |   9.30     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |-0.008 +0.006|2000.0  | |Hip      |          |KW    Mus |
61440 |560257 |KX    Mus  |123526.07 -740422.8 |IB:       | 12.51   |  13.07     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |-0.001 +0.001|2000.0  | |Hip      |          |KX    Mus |
61703 |560258 |KY    Mus  |123852.36 -671135.0 |ACYG:     |  6.24   |   6.30     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |-0.005 -0.001|2000.0  | |Hip      |          |KY    Mus |
61751 |560259 |KZ    Mus  |123919.16 -713718.4 |BCEP      |  9.02   |   9.10     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |-0.007 +0.003|2000.0  | |Hip      |          |KZ    Mus |
61882 |560260 |LL    Mus  |124050.93 -674424.4 |EA        |  8.93   |   9.34     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |-0.013 -0.021|2000.0  | |Hip      |          |LL    Mus |
